codigo,descripcion
4524000000000,"Máquinas de procesamiento automático de datos, presentadas en forma de sistemas"
4525000000000,"Máquinas de procesamiento automático de datos, contengan o no en una caja o cobertura común una o dos de las siguientes unidades: unidades de almacenamiento, unidades de entrada, unidades de salida, n.c.p."
4526100000100,Teclados para computadoras
4526100000200,Mouse para computadoras
4526100000300,Palanca de mando (joysticks)
4526100009900,"Dispositivos periféricos de entrada, n.c.p."
4526200000000,"Escáner, excepto en combinación de impresora, escáner, copiadora y/o fax"
4526300000000,Impresoras de inyección de tinta utilizadas con máquinas de procesamiento de datos
4526400000000,"Impresoras láser, utilizadas con máquinas de procesamiento de datos"
4526500000000,"Impresoras utilizadas con máquinas de procesamiento de datos, n.c.p."
4526600000000,"Unidades que realizan dos o más de las siguientes funciones: imprimir, escanear, fotocopiar y enviar fax"
4526900000000,"Dispositivos periféricos de entrada o de salida, n.c.p."
4527100000000,Unidades de almacenamiento de medios fijos
4527200000000,Unidades de almacenamiento de medios extraíbles
4528100000000,"Tarjetas de sonido, video, red y tarjetas similares para máquinas de procesamiento automático de datos"
4528900000000,"Unidades para máquinas de procesamiento automático de datos, n.c.p."
4529000000000,"Partes, piezas y accesorios de computadoras portátiles, de escritorio y dispositivos periféricos"
4611101000000,"Motores y generadores eléctricos de potencia inferior a 37,5 W, excepto grupos electrógenos"
4611102000100,"Motores y generadores de corriente continua, de potencia inferior a 750W"
4611102000200,"Motores y generadores de corriente continua, de potencia superior a 750 W pero inferior o igual a 75 kW"
4611102000300,"Motores y generadores de corriente continua, de potencia superior a 75 kw pero inferior o igual a 375 kw "
4611102000400,"Motores y generadores de corriente continua, de potencia superior a 375 kw "
4611201000000,"Motores universales de corriente continua, de potencia superior a 37.5 W"
4611202000000,Motores de corriente alterna monofásicos
4611203000100,"Motores de corriente alterna polifásicos, de potencia inferior o igual a 750 W"
4611203000200,"Motores de corriente alterna polifásicos, de potencia superior a 750 W, pero inferior o igual a 75 KW"
4611203000300,"Motores de corriente alterna polifásicos, de potencia superior a 75 KW"
4611204000100,"Generadores de corriente alterna (alternadores), de potencia inferior o igual a 75 kVA"
4611204000200,"Generadores de corriente alterna (alternadores), de potencia superior a 75 kVA pero inferior o igual a 375 kVA "
4611204000300,"Generadores de corriente alterna (alternadores), de potencia superior a 375 kVA pero inferior o igual a 750 kVA "
4611204000400,"Generadores de corriente alterna (alternadores), de potencia superior a 750 kVA "
4611301000100,"Grupos electrógenos con motor de émbolo (pistón) de encendido por compresión (motor diésel o semi-diésel), de potencia inferior o igual a 75 KVA"
4611301000200,"Grupos electrógenos con motor de émbolo (pistón) de encendido por compresión (motor diésel o semi-diésel), de potencia superior a 75 KVA pero inferior o igual a 375 KVA"
4611301000300,"Grupos electrógenos con motor de émbolo (pistón) de encendido por compresión (motor diésel o semi-diésel), de potencia superior a 375 KVA"
4611302000000,Grupos electrógenos con motor de émbolo (pistón) de encendido por chispa (motor de explosión)
4611303000000,Convertidores rotativos eléctricos
4611399010000,"Grupos electrógenos, de energía eólica"
4611399990000,"Grupos electrógenos, n.c.p."
4612101000100,"Transformadores de dieléctrico líquido, de potencia inferior o igual a 650 KVA"
4612101000200,"Transformadores de dieléctrico líquido, de potencia superior a 650 KVA pero inferior o igual a 10,000 KVA"
4612101000300,"Transformadores de dieléctrico líquido, de potencia superior a 10,000 KVA"
4612199000100,"Transformadores eléctricos, de potencia inferior o igual a 1 KVA, n.c.p."
4612199000200,"Transformadores eléctricos, de potencia superior a 1 KVA pero inferior o igual a 16 KVA, n.c.p."
4612199000300,"Transformadores eléctricos, de potencia superior a 16 KVA pero inferior o igual a 500 KVA, n.c.p."
4612199000400,"Transformadores eléctricos, de potencia superior a 500 KVA, n.c.p."
4612201010000,Resistencias para lámparas o tubos de descarga fluorescentes rectos
4612201020000,Resistencias para lámparas o tubos de descarga fluorescentes circulares o compactos
4612201990000,"Resistencias para lámparas o tubos de descarga, n.c.p."
4612202010000,Controles de velocidad para motores eléctricos
4612202020000,Fuente de alimentación ininterrumpida
4612202030100,"Surtido para cigarrillo electrónico constituido por: baterías, convertidor (cargador), adaptador USB, boquillas y cartuchos recambiables o recargables impregnados con preparación química de nicotina, o sin impregnar pero presentado con el envase que contiene la preparación con nicotina"
4612202039900,"Adaptadores de alimentación CA-CD, n.c.p."
4612202040000,"Convertidores estáticos destinados a máquinas automáticas para tratamiento de información y sus unidades, y aparatos de telecomunicación"
4612202990000,"Convertidores estáticos , n.c.p."
4612203000000,Bobinas de reactancia (autoinducción)
4613100000100,"Estatores y rotores para motores, generadores y aparatos eléctricos similares"
4613100009900,"Partes y piezas de motores, generadores y aparatos eléctricos similares, excepto estatores y rotores"
4613200000000,"Partes y piezas de transformadores eléctricos, convertidores estáticos y bobinas de inductancia"
4621101000000,"Fusibles y cortacircuitos de fusible, para voltajes superiores a 1.000 V"
4621102000100,Disyuntores para una tensión inferior a 72.500 V
4621102009900,"Disyuntores, para voltajes superiores a 1.000 V pero inferior a 72.500 V"
4621103000000,"Seccionadores e interruptores, para voltajes superiores a 1.000 V"
4621104010000,"Pararrayos, para voltajes superiores a 1.000 V"
4621104020000,"Limitadores de tensión, para voltajes superiores a 1.000 V"
4621104030000,"Supresores de sobretensión transitoria, para voltajes superiores a 1.000 V"
4621199000000,"Aparatos eléctricos para empalmar o proteger circuitos eléctricos, para hacer conexiones con o en circuitos eléctricos, para voltajes superiores a 1.000 V, n.c.p."
4621201000100,"Fusibles para cercas eléctricas, de voltajes no superiores a 1.000 V"
4621201000200,"Fusible para aeronaves, de voltajes no superiores a 1.000 V "
4621201000300,"Fusible para telefonía, de voltajes no superiores a 1.000 V "
4621201000400,"Fusible ultrarrápido de láminas de plata, de alta capacidad de ruptura, para voltajes no superiores a 1.000 V "
4621201009900,"Fusibles, para voltajes no superiores a 1.000 V, n.c.p."
4621202000000,"Cortacircuitos de fusible, para voltajes no superiores a 1.000 V"
4621203000100,"Disyuntores, termomagnéticos al vacío, al aire, en aceite o en plástico moldeado, intensidad de corriente inferior o igual a 100 A y tensión inferior o igual a 250 V"
4621203000200,"Disyuntores guardamotores (interruptor magnetotérmico), para uso agropecuario"
4621203009900,"Disyuntores, para voltajes no superiores a 1.000 V, n.c.p."
4621204000100,"Relés, para una tensión inferior o igual a 60 V"
4621204000200,"Relevadores de sobrecarga y contactores eléctricos, para voltajes no superiores a 1.000 V"
4621204009900,"Relés, para voltajes no superiores a 1.000 V, n.c.p."
4621205000100,"Interruptores unipolares giratorios o de cadena, para una tensión inferior o igual a 250V"
4621205000200,"Interruptores unipolares de placa o parche, para una tensión inferior o igual a 250V"
4621205000300,"Interruptores unipolares accionados a presión, para una tensión inferior o igual a 250V"
4621205000400,"Interruptores automáticos termoeléctricos (arrancadores) para lámparas o tubos fluorescentes, de voltajes no superiores a 1.000 V"
4621205000500,"Arrancadores magnéticos, para motores eléctricos, de voltajes no superiores a 1.000 V"
4621205000600,"Arrancadores magnéticos (llaves magnéticas), de potencia nominal inferior o igual a 200 C.P."
4621205000700,"Arrancadores manuales o de voltaje reducido, para aparatos no superiores o igual a 300 C.P."
4621205000800,"Arrancadores de motores, para voltajes no superiores a 1.000 V"
4621205000900,"Arrancadores eléctricos, para voltajes no superiores a 1.000 V, para motor marino"
4621205001000,"Seccionadores o conmutadores de peso unitario inferior o igual a 2 KG, para voltajes no superiores a 1.000 V"
4621205001100,"Conmutadores para equipo de riego, para voltajes no superiores a 1.000 V"
4621205009900,"Interruptores, seccionadores y conmutadores, para voltajes no superiores a 1.000 V, n.c.p."
4621206010000,"Portalámparas, para voltajes no superiores a 1.000 V"
4621206990100,"Tomas de corriente de peso unitario inferior o igual a 2 Kg, para voltajes no superiores a 1.000 V"
4621206999900,"Clavijas y tomas de corriente (enchufes), para voltajes no superiores a 1.000 V, n.c.p."
4621299010000,"Supresores de sobretensión transitoria, para voltajes no superiores a 1.000 V, n.c.p."
4621299020000,"Protectores de sobrecarga para motores, para voltajes no superiores a 1.000 V, n.c.p."
4621299030000,"Protectores térmicos para motores o para circuitos eléctricos de aparatos acondicionadores de aire, para voltajes no superiores a 1.000 V, n.c.p."
4621299040000,"Cajas de conexión, derivación, corte, extremidad o análogas, para voltajes no superiores a 1.000 V, n.c.p."
4621299050000,"Bornes de plomo y bronce, para voltajes no superiores a 1.000 V, n.c.p."
4621299060100,Reguladores de tensión de 12 a 36 V
4621299069900,"Reguladores de tensión, para voltajes no superiores a 1.000 V, n.c.p."
4621299070100,"Terminales de ojo para cables eléctricos, para voltajes no superiores a 1.000 V"
4621299070200,"Terminales de lagartillo para cables eléctricos, para voltajes no superiores a 1.000 V"
4621299079900,"Terminales para cables eléctricos, para voltajes no superiores a 1.000 V, n.c.p."
4621299990000,"Aparatos eléctricos para empalmar o proteger circuitos eléctricos, para hacer conexiones con o en circuitos eléctricos, para voltajes no superiores a 1.000 V, n.c.p."
4621300000100,Centrales para equipo de riego para una tensión inferior o igual a 1000 V
4621300000200,"Conjuntos con soporte o carcasa exterior para aparatos de uso doméstico como centrifugadoras, máquinas para lavar vajillas, lavadoras de ropa o calentadores eléctrico, para voltajes no superiores a 1.000 V"
4621300009900,"Tableros, consolas, armarios y otras bases, equipadas con aparatos eléctricos para empalmar y aparatos para control eléctrico o distribución de electricidad, para voltajes no superiores o iguales a 1.000 V, n.c.p."
4621400000000,"Tableros, consolas, armarios y otras bases, equipadas con aparatos eléctricos para empalmar y aparatos para control eléctrico o distribución de electricidad, para voltajes superiores a 1.000 V"
4621500000100,"Conectores de fibras ópticas, haces o cables de fibras ópticas, de plástico"
4621500000200,"Conectores de fibras ópticas, haces o cables de fibras ópticas, de cobre"
4621500009900,"Conectores de fibras ópticas, haces o cables de fibras ópticas, n.c.p."
4622000000100,"Cuadros, paneles, consolas, armarios y demás soportes para aparatos de corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos, de potencia superior a 1.000 V"
4622000000200,"Arrancadores magnéticos o llaves magnéticas para protectores de sobrecarga para motores, o para cajas de conexión, derivación, corte, extremidad o análogas, de materiales cerámicos o metálicos, termosensibles"
4622000000300,Circuitos modulares
4622000000400,Partes moldeadas para aparatos de control eléctrico
4622000009900,"Partes y piezas de aparatos de control eléctrico o distribución de electricidad, n.c.p."
4631000000100,"Cable aislado para bobinado, de cobre"
4631000009900,"Cable aislado para bobinado, n.c.p."
4632000000000,Cable coaxial y otros conductores eléctricos coaxiales
4633000000000,"Juegos de cables para encendido y otros juegos de cables del tipo utilizado en vehículos, aeronaves o buques"
4634001010100,"Conductores eléctricos con pieza de conexión, para una tensión inferior o igual a 80 V, utilizados para telecomunicaciones"
4634001019900,"Conductores eléctricos con pieza de conexión, para una tensión inferior o igual a 80 V, excepto los utilizados para telecomunicaciones"
4634001020100,"Hilos, trenzas y cables con pieza de conexión, de cobre o aluminio (con o sin aleación de silicio, magnesio y manganeso), incluso para uso telefónico (excepto los laqueados, esmaltados, oxidados anódicamente, siliconados o con aislamiento a base de asbesto o fibra de vidrio y los telefónicos submarinos)"
4634001020200,"Conductores eléctricos con pieza de conexión, para una tensión superior a 80 V pero inferior o igual 1.000 V, utilizados en telecomunicaciones"
4634001029900,"Conductores eléctricos con pieza de conexión, para una tensión superior a 80 V pero inferior o igual 1.000 V, excepto los utilizados en telecomunicaciones"
4634002010100,"Conductores eléctricos sin pieza de conexión, para una tensión inferior o igual a 80 V, utilizados para telecomunicaciones"
4634002019900,"Conductores eléctricos sin pieza de conexión, para una tensión inferior o igual a 80 V, excepto los utilizados para telecomunicaciones"
4634002020100,"Hilos, trenzas y cables sin pieza de conexión, de cobre o aluminio (con o sin aleación de silicio, magnesio y manganeso), incluso para uso telefónico (excepto los laqueados, esmaltados, oxidados anódicamente, siliconados o con aislamiento a base de asbesto o fibra de vidrio y los telefónicos submarinos)"
4634002029900,"Conductores eléctricos sin pieza de conexión, para una tensión superior a 80 V pero inferior o igual 1.000 V, n.c.p."
4635000000100,"Conductores eléctricos, para voltajes superiores a 1.000 V, con diámetro superior a 0.5 mm2, n.c.p."
4635000009900,"Conductores eléctricos, para voltajes superiores a 1.000 V, n.c.p."
4636000000000,Cables de fibras ópticas compuestos de fibras en vainas aislantes separadas
4641001010100,"Pilas y baterías de pilas, cilíndricas secas, de dióxido de manganeso, de 1.5 V"
4641001010200,"Pilas y baterías de pilas, rectangulares, eléctricas, de dióxido de manganeso, de 1.5 V"
4641001019900,"Pilas y baterías de pilas, de dióxido de manganeso, de 1.5 V, n.c.p."
4641001020100,"Pilas y baterías de pilas, cilíndricas, de dióxido de manganeso, superior a 1,5 V"
4641001020200,"Pilas y baterías de pilas, rectangulares, de dióxido de manganeso, superior a 1,5 V"
4641001029900,"Pilas y baterías de pilas, de dióxido de manganeso, superior a 1,5 V, n.c.p."
4641002000000,"Pilas y baterías de pilas, de óxido de mercurio"
4641003000000,"Pilas y baterías de pilas, de óxido de plata"
4641004000000,"Pilas y baterías de pilas, de litio"
4641005000000,"Pilas y baterías de pilas, de aire-zinc"
4641099000000,"Pilas y baterías de pilas, n.c.p."
4642001000100,"Acumuladores eléctricos, de plomo, de los tipos utilizados para arranque de motores de émbolo (pistón) "
4642001000200,"Acumuladores eléctricos, de plomo, del tipo utilizado como fuente de energía para la propulsión de vehículos eléctricos"
4642001009900,"Acumuladores eléctricos, de plomo, n.c.p."
4642002000000,"Acumuladores eléctricos, de níquel-cadmio"
4642003000000,"Acumuladores eléctricos, de níquel-hierro"
4642004000000,"Acumuladores eléctricos, de níquel-hidruro metálico"
4642005000000,"Acumuladores eléctricos, de iones de litio"
4642099000000,"Acumuladores eléctricos, n.c.p."
4643001000100,Terminales para baterías
4643001009900,Partes y piezas de pilas y baterías de pilas
4643002000100,Separadores para acumuladores eléctricos
4643002000200,Partes y piezas de acumuladores eléctricos de plomo
4643002009900,"Partes y piezas de acumuladores eléctricos, n.c.p."
4651001000000,Faros o unidades selladas
4651002010000,"Halógenos, de volframio (tungsteno)"
4651002020100,Bombillas de incandescencia de potencia superior o igual a 15 W e inferior o igual a 200 W
4651002020200,Bombillas de incandescencia de potencia menor a 15 W
4651002020300,"Lámparas y tubos de incandescencia de vidrio azul transparente (luz de día), de potencia inferior o igual a 200 W y para una tensión superior a 100 V"
4651002020400,"Lámparas y tubos de incandescencia de doble bayoneta con peso unitario superior a 120 gr, de potencia inferior o igual a 200 W y para una tensión superior a 100 V"
4651002029900,"Lámparas y tubos de incandescencia, de potencia inferior o igual a 200 W y para una tensión superior a 100 V, n.c.p."
4651002990000,"Lámparas y tubos de incandescencia, n.c.p."
4651003010100,"Tubos rectos, de potencia superior o igual a 14W pero inferior o igual a 215 W "
4651003010200,"Fluorescentes, de cátodo caliente con ahorro de energía"
4651003019900,"Fluorescentes de cátodo caliente, n.c.p."
4651003020000,Lámparas de vapor de mercurio o sodio
4651003030000,Lámparas de halogenuro metálico
4651003990000,"Lámparas y tubos de descarga, excepto los de rayos ultravioletas, n.c.p."
4651004000000,Lámparas y tubos de rayos ultravioletas o infrarrojos
4651005000000,Lámparas de arco
4651006000000,Lámparas y tubos de diodos emisores de luz (LED)
4653101000100,"Lámparas fluorescentes circulares de 120 voltios, de potencia superior o igual a 22 W, pero inferior o igual a 32 W"
4653101000200,"Lámparas o aparatos eléctricos de techo y de pared para alumbrado que funcionen con disipador de calor, convertidor de corriente alterna a corriente directa y exclusivamente con luminarias a base de diodos emisores de luz (LED) incorporados de manera inseparable"
4653101009900,"Lámparas o aparatos eléctricos de techo y de pared para alumbrado (excepto los utilizados para alumbrar espacios públicos y vías públicas), n.c.p."
4653102000000,"Lámparas eléctricas portátiles diseñadas para funcionar con su propia fuente de energía (excepto lámparas eléctricas para bicicletas, motocicletas o vehículos automotores)"
4653103000000,"Lámparas eléctricas de mesa, de escritorio, para mesa de noche o de pie"
4653104010000,"Lámparas y accesorios no eléctricos para alumbrado, de metal común"
4653104990000,"Lámparas y accesorios no eléctricos para alumbrado, n.c.p."
4653105000000,"Señales iluminadas, letreros luminosos y similares"
4653200000000,Juegos de luces del tipo usado para árboles de Navidad
4653900000100,Aparatos eléctricos para alumbrado con lámparas de vapor de mercurio o sodio (incluso los utilizados para alumbrar espacios públicos y vías públicas)
4653900000200,"Aparatos eléctricos para alumbrado que funcionen con disipador de calor, convertidor de corriente alterna a corriente directa y exclusivamente con luminarias a base de diodos emisores de luz (LED) incorporados de manera inseparable (incluso los utilizados para alumbrar espacios públicos y vías públicas)"
4653900009900,"Lámparas eléctricas y accesorios para alumbrado (incluso las utilizadas para alumbrar espacios públicos y vías públicas), n.c.p."
4654100000100,"Filamentos, incluidos sus alambres conductores de soporte"
4654100000200,"Casquillos (bases) roscados o de pines, para  bombillas de incandescencia y tubos fluorescentes"
4654100009900,"Partes y piezas de lámparas eléctricas de incandescencia o descarga; partes y piezas de lámparas de arco, n.c.p."
4654201000000,"Partes y piezas de lámparas eléctricas portátiles diseñadas para funcionar con su propia fuente de energía (excepto lámparas para bicicletas, motocicletas o vehículos automotores)"
4654202000000,Partes y piezas n.c.p. de lámparas y accesorios de alumbrado
4654203000000,"Partes y piezas n.c.p. de señales iluminadas, letreros luminosos y similares"
4691001000100,Bujías de encendido
4691001000200,Magnetos; dinamomagnetos; volantes magnéticos
4691001000300,Distribuidores
4691001000400,Bobinas de encendido
4691001000500,"Motores de arranque, aunque funcionen también como generadores "
4691001000600,"Generadores, n.c.p."
4691001000700,Llavín de ignición y botón arranque
4691001009900,"Aparatos y dispositivos eléctricos de encendido o de arranque para motores de combustión interna, y disyuntores utilizados en combinación con motores de combustión interna, n.c.p."
4691002010100,"Aparatos de alumbrado o señalización visual, utilizados en bicicletas"
4691002010200,"Luces de navegación, como insumo para la pesca marina"
4691002010300,"Reflectores de alto poder, para una milla, de 12 V a 36 V"
4691002019900,"Aparatos de alumbrado o señalización visual, n.c.p."
4691002020000,Aparatos de señalización acústica
4691003000000,Limpiaparabrisas eléctricos
4691004000000,"Eliminadores de escarcha y vaho, del tipo utilizado en bicicletas, motocicletas o vehículos automotores"
4692101000000,"Alarmas de temperatura y presión, para cascos de barcos"
4692199000000,"Alarmas antirrobo o alarmas contra incendio y aparatos similares, n.c.p."
4692901000000,"Tableros indicadores con dispositivos de cristal líquido (LCD) o diodos emisores de luz (LED), incorporados"
4692902000000,"Timbres, zumbadores, carrillones de puertas y similares"
4692999010000,"Aparatos eléctricos de señalización (excepto los de transmisión de mensajes), seguridad, control o mando, para carreteras, vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o aeropuertos, excepto aparatos mecánicos o electromecánicos"
4692999990000,"Aparatos eléctricos de señalización acústica o visual, excepto para bicicletas, motocicletas o vehículos automotores, y excepto equipo electromecánico de control de tráfico para instalaciones de transporte, n.c.p."
4693100000000,Imanes permanentes de metal
4693200000000,Imanes permanentes de cerámica o ferrita
4693901010000,"Acoplamientos, embragues, variadores  de velocidad y frenos, electromagnéticos"
4693901020000,Cabezas elevadoras electromagnéticas
4693901990000,"Electroimanes; platos, mandriles y dispositivos magnéticos o electromagnéticos similares, de sujeción, n.c.p."
4693999010100,Aparatos de implantación iónica para dopar material semiconductor
4693999019900,"Aceleradores de partículas, n.c.p."
4693999020000,Generadores de señales
4693999030100,Máquinas y aparatos de electroforesis
4693999039900,Máquinas y aparatos de galvanoplastia y electrólisis
4693999040000,Electrificadores de cercas
4693999050000,Amplificadores de media o alta frecuencia; sincronizadores
4693999060100,Chuzo eléctrico
4693999069900,Cargas eléctricas y dispositivos para combatir insectos de uso agropecuario
4693999070000,Máquinas eléctricas con funciones de traducción o de diccionario
4693999080000,Asistente portátil (PDA)
4693999090000,"Cigarrillo electrónico recargable o desechable con el cartucho o boquilla incorporado, que contiene preparación química con nicotina"
4693999990100,"Controles de riego, eléctricos"
4693999999900,"Máquinas y aparatos eléctricos con función propia, n.c.p."
4694001000100,"Aislantes eléctricos de uso pecuario, excepto de vidrio o de materiales cerámicos"
4694001009900,"Aislantes eléctricos, excepto de vidrio o de materiales cerámicos, y excepto los de uso pecuario"
4694002000000,"Piezas aislantes para máquinas o equipos eléctricos, excepto de materiales cerámicos o plásticos, tubos aisladores y sus piezas de unión, de metales comunes con aislamiento interior"
4695001000100,"Electrodos de carbón, utilizados en hornos"
4695001009900,"Electrodos de carbón, excepto los utilizados en hornos"
4695002000000,Escobillas de carbón
4695099000000,"Carbones para lámparas de arco, carbones para baterías y otros artículos de grafito u otras formas de carbón empleados para fines eléctricos"
4696001000000,"Partes y piezas para aparatos y dispositivos eléctricos de encendido o de arranque para motores de combustión interna, generadores y disyuntores utilizados en combinación con motores de combustión interna"
4696002010100,"Partes y piezas de limpiaparabrisas eléctricos, utilizados en vehículos"
4696002019900,"Partes y piezas para limpiaparabrisas eléctricos, utilizado en bicicletas o motocicletas"
4696002020000,"Partes y piezas para eliminadores de escarcha y vaho, utilizados en bicicletas, motocicletas o vehículos automotores"
4696003010000,"Partes y piezas para aparatos eléctricos de señalización acústica o visual, utilizados en instalaciones de transporte"
4696003020000,"Partes y piezas para aparatos eléctricos de señalización acústica o visual, utilizados en bicicletas, motocicletas o vehículos automotores"
4696003990100,Partes y piezas para alarmas antirrobo o alarmas contra incendio y aparatos similares
4696003999900,"Partes y piezas para aparatos eléctricos de señalización acústica o visual, n.c.p."
4696004000000,"Partes y piezas para baterías de pilas o acumuladores, eléctricos"
4696099000100,Partes y piezas para microestructuras electrónicas
4696099000200,"Partes y piezas de aparatos para atacar con ácido, revelar, desnudar o limpiar los discos (obleas) semiconductores y visualizadores de panel plano"
4696099000300,Partes y piezas para aparatos de implantación iónica para dopar material semiconductor
4696099009900,Partes y piezas eléctricas n.c.p. de máquinas o aparatos
4711001000000,"Condensadores fijos concebidos para redes eléctricas de 50/60 Hz, para una potencia reactiva superior o igual a 0.5 kvar (condensadores de potencia)"
4711002000000,Condensadores variables o ajustables
4711003000100,"Condensadores eléctricos con dieléctrico de cerámica, de una sola capa"
4711003000200,"Condensadores eléctricos con dieléctrico de cerámica, multicapas"
4711099000000,"Condensadores eléctricos, n.c.p."
4712001010000,"Resistencias eléctricas fijas de carbono, aglomeradas o de capa"
4712001990100,Resistencias eléctricas fijas de potencia inferior o igual a 20 W
4712001990200,Resistencias eléctricas fijas de potencia superior a 20 W
4712002010100,"Resistencias eléctricas variables bobinadas, de potencia inferior o igual a 20 W"
4712002010200,"Potenciómetros de resistencia eléctrica variable bobinada, para uso agropecuario"
4712002010300,"Potenciómetros de resistencia eléctrica variable bobinada, excepto para uso agropecuario"
4712002010400,"Reóstatos, de resistencia eléctrica variable bobinada"
4712002019900,"Resistencias eléctricas variables bobinadas, n.c.p."
4712002020100,"Potenciómetros de resistencia variable, para uso agropecuario"
4712002020200,"Potenciómetros de resistencia variable, excepto para uso agropecuario"
4712002020300,"Reóstatos, de resistencia eléctrica variable"
4712002029900,"Resistencias eléctricas variables, n.c.p."
4713000000000,Circuitos impresos
4714001000000,"Tubos catódicos para aparatos receptores de televisión, incluso para videomonitores"
4714002000000,Tubos para cámaras de televisión; tubos convertidores o intensificadores de imagen; los demás tubos de fotocátodo
4714003000000,"Tubos para visualizar datos gráficos monocromos; tubos para visualizar datos gráficos en colores, con pantalla fosfórica de separación de puntos inferior a 0.4 mm"
4714004010000,Magnetrones
4714004990000,"Tubos para hiperfrecuencias, n.c.p."
4714099000000,"Válvulas y tubos termiónicos, con cátodo frío o con fotocátodo (incluso tubos de rayos catódicos), n.c.p."
4715001000000,"Dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en módulos o paneles"
4715002000000,Diodos emisores de luz (LED)
4715003010100,"Diodos positivos y negativos, para alternadores"
4715003019900,"Diodos, n.c.p."
4715003020000,"Transistores, excepto los fototransistores"
4715003030000,"Tiristores, diacs y triacs, excepto los dispositivos fotosensibles"
4715003990000,"Dispositivos semiconductores, n.c.p."
4715004000000,Cristales piezoeléctricos montados
4716001010100,Procesadores y controladores digitales de semiconductores de óxido metálico (tecnología MOS)
4716001010200,Procesadores y controladores digitales de tecnología bipolar
4716001019900,"Procesadores y controladores digitales, n.c.p."
4716001020000,Procesadores y controladores de circuitos integrados híbridos
4716001030000,Desperdicios y desechos de procesadores y controladores
4716001990000,"Procesadores y controladores, incluso combinados con memorias, convertidores, circuitos lógicos, amplificadores, relojes y circuitos de sincronización, u otros circuitos, n.c.p."
4716002010100,Circuitos electrónicos digitales integrados de memorias de semiconductores de óxido metálico (tecnología MOS)
4716002010200,Circuitos electrónicos digitales integrados de memorias de tecnología bipolar
4716002019900,"Circuitos electrónicos digitales integrados de memorias, n.c.p."
4716002020000,Circuitos electrónicos híbridos integrados de memorias
4716002030000,Desperdicios y desechos de circuitos electrónicos integrados de memorias
4716002990000,"Circuitos electrónicos integrados de memorias, n.c.p."
4716003010100,Circuitos electrónicos digitales integrados de amplificadores de semiconductores de óxido metálico (tecnología MOS)
4716003010200,Circuitos electrónicos digitales integrados de amplificadores de tecnología bipolar
4716003019900,"Circuitos electrónicos digitales integrados de amplificadores, n.c.p."
4716003020000,Circuitos electrónicos híbridos integrados de amplificadores
4716003030000,Desperdicios y desechos de circuitos electrónicos integrados de amplificadores
4716003990000,"Circuitos electrónicos integrados de amplificadores, n.c.p."
4716099010100,"Circuitos electrónicos digitales integrados de semiconductores de óxido metálico (tecnología MOS), n.c.p."
4716099010200,"Circuitos electrónicos digitales integrados de tecnología bipolar, n.c.p."
4716099019900,"Circuitos electrónicos digitales integrados, n.c.p."
4716099020000,"Circuitos electrónicos híbridos integrados, n.c.p."
4716099030000,"Desperdicios y desechos de circuitos electrónicos integrados, n.c.p."
4716099990000,"Circuitos electrónicos integrados, n.c.p."
4717100000000,Partes y piezas para condensadores eléctricos
4717200000000,"Partes y piezas para resistencias eléctricas, excepto resistencias calentadoras"
4717301000000,"Partes y piezas para condensadores eléctricos, resistencias eléctricas (excepto resistencias calentadoras), válvulas y tubos termiónicos, con cátodo frío o con fotocátodo (incluso tubos de rayos catódicos)"
4717302000000,"Partes y piezas de diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles; diodos emisores de luz (led); cristales piezoeléctricos montados."
4717303000000,Partes y piezas de circuitos electrónicos integrados
4721100000000,Aparatos de transmisión que incorporen aparatos de recepción
4721201000000,Aparatos de radiodifusión que no incorporen aparatos de recepción
4721299000100,"Aparatos emisores que no incorporen aparatos de recepción, excepto los aparatos de radiodifusión o televisión"
4721299000200,Radio boyas
4721299009900,"Aparatos de transmisión que no incorporen aparatos de recepción, n.c.p."
4721300000000,Cámaras de televisión
4721400000000,Cámaras videograbadoras
4721500000000,Cámaras digitales
4722100000000,Teléfonos de línea fija con auriculares inalámbricos
4722200000000,Teléfonos móviles (celulares) y los de otras redes inalámbricas
4722301000000,"Teléfonos, n.c.p."
4722399010100,"Aparatos de telecomunicación por corriente portadora o telecomunicación digital, con estaciones base, n.c.p."
4722399010200,"Aparatos emisores de radiotelefonía o radiotelegrafía, con estaciones base, n.c.p."
4722399010300,"Aparatos emisores con aparato receptor incorporado, con estaciones base, n.c.p."
4722399010400,"Aparatos emisores tipo radio boyas, con estaciones base, n.c.p."
4722399019900,"Aparatos telefónicos y aparatos de transmisión o recepción de voz, imágenes u otros datos, con estaciones base, n.c.p."
4722399020100,Aparatos de radiodifusión; aparatos emisores con aparato receptor incorporador
4722399029900,"Aparatos para la recepción, conversión, emisión y transmisión o regeneración de voz, imagen u otros datos, incluidos los de conmutación y encaminamiento (""switching and routing apparatus""), n.c.p."
4722399990100,"Aparatos receptores de radiotelefonía o radiotelegrafía, n.c.p."
4722399999900,"Aparatos de transmisión o recepción de voz, imágenes u otros datos, incluyendo aparatos para comunicación en redes cableadas o inalámbricas (tanto en redes de área local como en una red amplia), n.c.p."
4731101000100,Radiocasetes de bolsillo
